Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Tom Gordon","PHI",7.297764301300049,1.7601323127746582,1.5454015731811523,-5.024655342102051,0.6340464353561401,0.3380481004714966,,1.4088348072007817,0.8381582441784087,3.0301991631002987,-3.1209039391938207,12.680928707122801,16.90240502357483,,"Tom Gordon",282,114971
"Jon Lieber","PHI",-12.29532527923584,9.084006309509277,,,-5.068495750427246,,,-0.9335858222654395,1.017245947313469,,,-2.5469827891594203,,,"Jon Lieber",287,117758
"Ron Mahay","TEX",-0.29372549057006836,-1.4628463983535767,,0.576622486114502,3.2003631591796875,-0.34531810879707336,,-0.052264322165492594,-0.7864765582546112,,19.220749537150063,1.5843381976137068,-2.6562931445928717,,"Ron Mahay",290,118158
"Will Ohman","CHC",1.995411992073059,5.519184112548828,,,0.0491979643702507,,,0.31977756283222103,1.2458654881600064,,,0.3074872773140669,,,"Will Ohman",296,349193
"Mark Prior","CHC",-8.76024341583252,-0.20876099169254303,,-1.0426650047302246,1.7683414220809937,,,-1.604440186049912,-0.33136665348022704,,-0.7240729199515449,3.0488645208292997,,,"Mark Prior",301,407578
"Kerry Wood","CHC",-1.5323736667633057,1.0283057689666748,,-0.9467325210571289,-1.1238428354263306,,,-0.798111284772555,1.6857471622404505,,-3.944718837738037,-3.8753201221597604,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",13.237478256225586,10.089265823364258,5.63967227935791,-0.022744305431842804,-1.0225533246994019,-6.116370677947998,,0.5621009875255026,2.0465042238061377,3.2788792321848317,-0.09888828448627306,-0.5439113429252138,-2.2653224733140735,,"Carlos Zambrano",305,407296
"Jim Brower","- - -",-8.474292278289795,-0.6607011556625366,,0.03937000036239624,-0.9030591547489166,,,-3.487363077485512,-0.5285609245300293,,3.937000036239624,-3.473304441341987,,,"Jim Brower",313,150342
"Elmer Dessens","- - -",7.385706186294556,-2.389938712120056,,-1.0232078433036804,1.9683989882469177,0.8637764900922775,,0.9028980667841755,-1.0169951966468325,,-1.6503352311349684,4.920997470617294,7.198137417435646,,"Elmer Dessens",317,113296
"Seth Etherton","KCR",-2.8673691749572754,0.4456753134727478,,-0.9669830799102783,-0.14588403701782227,,,-2.757085745151226,2.3456595445934094,,-5.372128221723768,-0.4420728394479463,,,"Seth Etherton",322,150003
"Danny Graves","CLE",-1.4942898750305176,-0.1415182501077652,,-0.882636547088623,1.1002827882766724,,,-1.0449579545667955,-0.6738964290845962,,-2.5218187059674944,12.225364314185247,,,"Danny Graves",326,115056
"Chris Reitsma","ATL",-9.310914993286133,-0.10079403221607208,,0.6064913868904114,-3.635504961013794,,,-3.103638331095378,-10.079403221607208,,1.7837981967365042,-2.8853213976299954,,,"Chris Reitsma",348,277410
"Scott Williamson","- - -",-5.2810447216033936,1.972789466381073,,0.398740753531456,-0.6243766136467457,1.6930412650108337,,-1.4508364619789542,0.8690702495070806,,3.98740753531456,-6.243766136467457,4.45537175002851,,"Scott Williamson",361,150182
"Danys Baez","- - -",0.43734779208898544,-1.5346969366073608,-0.6956773400306702,4.197406470775604,0.3531547486782074,1.3758043050765991,,0.0638463930056913,-51.1565645535787,-17.391933500766754,2.93524928026266,5.885912477970123,1.6985238334279,,"Danys Baez",367,276056
"Bartolo Colon","LAA",-6.657436370849609,-3.0950441360473633,,-0.18885037302970886,-0.009326212108135223,,,-0.9951324919057712,-2.6681414965925545,,-4.721259325742722,-0.020274374148120052,,,"Bartolo Colon",375,112526
"Ryan Drese","WSN",0.007220268249511719,-1.432382583618164,0.5650827884674072,-0.6790082454681396,-0.0760086178779602,,,0.00736762066276706,-11.936521530151367,8.072611263820104,-2.2633608182271323,-0.8445401986440023,,,"Ryan Drese",379,400181
"Chad Paronto","ATL",5.983644485473633,0.8806323409080505,0.4573257863521576,-0.08203452080488205,-1.3869032859802246,,,0.8439554986563658,0.5645079108384939,11.43314465880394,-1.640690416097641,-9.24602190653483,,,"Chad Paronto",399,406301
"Ricardo Rincon","STL",-1.4975627660751343,-1.4144930839538574,-0.2840628921985626,-0.022301271557807922,-0.05064532160758972,,,-3.5656256335122247,-3.3678406760806125,-4.73438153664271,-2.2301271557807922,-0.8440886934598287,,,"Ricardo Rincon",401,121215
"David Riske","- - -",2.565050721168518,0.8776483833789825,,0.04858432710170746,0.1591494083404541,-1.269181489944458,,0.48034657699784983,5.1626375492881325,,4.858432710170746,0.18946358135768346,-2.115302483240763,,"David Riske",402,228594
"CC Sabathia","CLE",9.992918968200684,11.52415657043457,0.22949546575546265,-0.05238945782184601,6.111221790313721,,,0.5782939217708729,1.6997281077337125,7.649848858515422,-0.15875593279347275,1.4515966247776058,,,"CC Sabathia",404,282332
"Billy Traber","WSN",-10.366009593009949,1.0585063099861145,,0.7593467235565186,1.4685930609703064,,,-2.5038670514516785,1.490853957726922,,0.7163648335438855,1.5458874326003225,,,"Billy Traber",410,407896
"Jake Westbrook","CLE",10.25345230102539,-2.9210643768310547,-3.7541611194610596,2.119028091430664,1.7492890357971191,,,0.47272716924967223,-1.1545708999332231,-1.5260817558784796,1.157938847776319,0.4899969287947112,,,"Jake Westbrook",412,150414
"Bob Wickman","- - -",-1.273050308227539,6.0123114585876465,-0.03191649913787842,-0.17065629363059998,1.0230624973773956,,,-0.22217282866100158,2.4243191365272767,-0.3989562392234802,-0.6826251745223999,11.367361081971064,,,"Bob Wickman",413,124233
"Jaret Wright","NYY",0.5192532539367676,-0.08769351243972778,,0.26126933097839355,-1.6508927941322327,,,0.0331367743418486,-0.024091624296628512,,0.20253436509952988,-0.6577262128016863,,,"Jaret Wright",415,124605
"Shawn Chacon","- - -",-15.810698986053467,-7.300876080989838,0.07582893967628479,-3.2377387285232544,-0.15646624565124512,,,-1.273003138973709,-2.734410517224658,1.5165787935256958,-1.337908565505477,-0.10431083043416342,,,"Shawn Chacon",424,276336
"Scott Elarton","KCR",-4.261853218078613,-3.2853193283081055,,0.9372907876968384,-5.316834449768066,,,-0.36271091217690327,-2.8818590599193907,,0.27730496677421257,-2.224616924589149,,,"Scott Elarton",426,134003
"Brian Fuentes","COL",3.6570513248443604,3.3575587272644043,,0.03846193850040436,2.7550806999206543,,,0.5409839237935444,2.299697758400277,,0.05060781381632152,1.9266298600843736,,,"Brian Fuentes",429,150118
"Jason Jennings","COL",-3.876758337020874,16.330307006835938,1.4186310768127441,-0.03511730581521988,1.1730947494506836,,,-0.22644616454561178,1.7391168271390776,3.3776930400303433,-3.511730581521988,0.24187520607230592,,,"Jason Jennings",434,407298
"Todd Jones","DET",4.062154769897461,1.6954389810562134,3.294356346130371,0.37479645013809204,-1.1625945568084717,,,0.6637507793950099,4.5822675163681446,2.287747462590535,0.46271166683715065,-8.94303505237286,,,"Todd Jones",436,116734
"Kent Mercker","CIN",0.5610198974609375,-1.5869730710983276,,,0.2333316057920456,,,0.17531871795654297,-3.4499414589094077,,,0.23568849069903597,,,"Kent Mercker",439,118967
"Dennys Reyes","MIN",12.025341987609863,3.767565965652466,,0.3654852509498596,0.9623189568519592,,,2.947387742061241,1.5315308803465308,,3.654852509498596,4.374177076599815,,,"Dennys Reyes",444,121096
"Victor Santos","PIT",-20.355430126190186,0.22866807878017426,,1.0652368068695068,-4.9345293045043945,1.7077263593673706,,-1.7177578165561338,2.078800716183402,,0.2223876423527154,-3.0273185917204875,0.9986703855949537,,"Victor Santos",446,276343
"Justin Speier","TOR",-3.527468681335449,6.648991584777832,0.06570781767368317,-0.07192004472017288,0.4534388482570648,0.7378236651420593,,-0.9482442691761961,1.704869637122521,6.570781767368317,-2.397334824005763,3.0229256550470986,1.1528494767844677,,"Justin Speier",451,133221
"John Thomson","ATL",1.6206009685993195,-1.7311239540576935,0.32777270674705505,-3.1681301593780518,-0.44746267795562744,,,0.20410591544072032,-0.7626096713910544,1.8209594819280837,-4.114454752439029,-0.366772686848875,,,"John Thomson",453,123307
"Rick White","- - -",-8.075082302093506,0.9599107205867767,,4.810158461332321,0.09023979306221008,,,-1.4419789825166975,0.5747968386747166,,2.1190125380318596,0.42971330029623844,,,"Rick White",456,124184
"Adam Bernero","- - -",-2.250931739807129,-3.393933594226837,,,2.3382920771837234,,,-1.7585404217243195,-5.14232362761642,,,2.997810355363748,,,"Adam Bernero",460,333293
"Jose Lima","NYM",0.22103804349899292,-0.9517197012901306,,0.2121032178401947,-6.922231197357178,,,0.12630745342799596,-1.6130842394747977,,5.3025804460048676,-5.866297624878964,,,"Jose Lima",475,117769
"Brian Moehler","FLA",-17.3956880569458,1.0549478381872177,-4.1171300411224365,0.3425452560186386,-6.919869661331177,,,-1.574270412393285,1.2710214917918286,-4.036402001100428,0.10738095799957323,-2.4195348466192925,,,"Brian Moehler",480,119215
"Mark Redman","KCR",-10.205081939697266,0.21643474698066711,3.271655321121216,-1.8178815841674805,-6.92495059967041,,,-0.6237825146514221,7.214491566022237,4.543965723779467,-0.7869617247478271,-0.909980367893615,,,"Mark Redman",491,150230
"Fernando Rodney","DET",0.13300295174121857,0.3580300211906433,,,11.598123550415039,,,0.01944487598555827,4.475375264883041,,,2.5049942873466606,,,"Fernando Rodney",494,407845
"Julio Santana","PHI",0.2710540294647217,-2.9117777347564697,,,0.5890887975692749,,,0.25571134855162425,-5.709368107365627,,,6.545431084103054,,,"Julio Santana",496,121690
"Jamie Walker","DET",-6.385325908660889,9.12571907043457,,-0.742736279964447,3.2534289360046387,,,-2.28047353880746,4.5176827081359265,,-2.970945119857788,2.033393085002899,,,"Jamie Walker",502,123828
"Jeff Weaver","- - -",-16.402801513671875,2.280133366584778,-4.6202733516693115,-4.67350161075592,-5.286687135696411,,,-1.186888676821409,0.45061924240805884,-1.1521878682467113,-1.276913008403257,-3.501117308408219,,,"Jeff Weaver",503,213711
"Josh Beckett","BOS",-1.0666238069534302,,0.7848579287528992,5.994126319885254,-2.8919053077697754,,,-0.04832912582480427,,11.212256125041417,0.8827873814263997,-0.9481656746786148,,,"Josh Beckett",510,277417
"A.J. Burnett","TOR",-2.471855878829956,,,9.441104888916016,-2.556504726409912,,,-0.1739518563567879,,,1.5451890161892006,-2.9051190072839908,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",-7.4322991371154785,5.111759662628174,-0.05180595815181732,,3.1330044269561768,0.8396020531654358,,-1.1505107023398573,1.180544956727061,-2.590297907590866,,1.5135287086744815,4.938835606855505,,"Ryan Dempster",517,133225
"Jason Grilli","DET",-0.7606303095817566,1.5342457294464111,,2.5678598880767822,-2.013607978820801,,,-0.1311431568244408,1.1364783181084528,,1.9163133493110316,-4.195016622543335,,,"Jason Grilli",521,276351
"Braden Looper","STL",9.337691307067871,0.8969686031341553,0.3473893404006958,,1.7038215398788452,-1.6652401685714722,,1.1657542206077243,0.6272507714224862,11.579644680023193,,1.893135044309828,-3.0837780899471707,,"Braden Looper",526,131702
"Brad Penny","LAD",3.8780542612075806,0.9740210771560669,-0.1967170238494873,1.4220381677150726,-4.414849758148193,1.3348116874694824,,0.16516415081804006,7.492469824277438,-3.9343404769897465,0.23085035190179753,-2.6123371349989313,5.33924674987793,,"Brad Penny",535,207267
"Julian Tavarez","BOS",-1.59567528963089,-1.9480862617492676,,0.03937000036239624,-2.2435052394866943,4.846620202064514,,-0.1445358052201893,-0.8506926907202043,,3.937000036239624,-2.157216576429514,4.214452349621316,,"Julian Tavarez",541,123118
"Doug Brocail","SDP",3.3476195335388184,0.3041142225265503,-0.21443408727645874,0.9490049481391907,1.4090849161148071,,,1.2398590864958587,1.013714075088501,-2.6804260909557343,1.2653399308522542,8.806780725717545,,,"Doug Brocail",551,111492
"Octavio Dotel","NYY",-5.04094934463501,-1.4296988248825073,,,-0.02590297907590866,,,-2.611890852142492,-3.5742470622062683,,,-2.590297907590866,,,"Octavio Dotel",555,136734
"Wayne Franklin","ATL",-2.1036243438720703,0.1170630231499672,,,1.083419919013977,,,-2.565395541307403,0.31638654905396535,,,8.333999377030594,,,"Wayne Franklin",557,276356
"Brad Lidge","HOU",-12.964905738830566,10.799742698669434,-0.028183341026306152,,0.7765470147132874,,,-1.735596484448536,1.9013631511741962,-1.4091670513153076,,7.7654701471328735,,,"Brad Lidge",563,400058
"Scott Linebrink","SDP",0.9159102439880371,3.091883659362793,,-0.42211657762527466,6.22304105758667,0.44715040922164917,,0.1069988602789763,2.6885944864024287,,-0.8794095367193222,3.4005688839271424,2.9810027281443277,,"Scott Linebrink",564,276530
"Wade Miller","CHC",-2.1290199756622314,1.599034070968628,-0.042715903371572495,-1.5778045654296875,0.19232255220413208,,,-0.8188538367931659,2.2843343870980397,-4.2715903371572495,-3.155609130859375,0.5494930062975203,,,"Wade Miller",568,150063
"Roy Oswalt","HOU",13.563340425491333,9.39231026172638,2.282773494720459,3.633648157119751,-3.262253761291504,,,0.6264822367432487,3.530943707415932,2.1740699949718656,0.7523081070641306,-2.204225514386151,,,"Roy Oswalt",571,400061
"Billy Wagner","NYM",8.849557876586914,4.871336936950684,,,-0.03241574764251709,,,1.0572948478598463,1.262004387811058,,,-0.8103936910629272,,,"Billy Wagner",578,123790
"Winston Abreu","BAL",-1.1322463750839233,-2.2164111137390137,,,0.7580869197845459,,,-1.3014326150389923,-2.841552709921812,,,9.476086497306824,,,"Winston Abreu",582,275700
"Jeremy Affeldt","- - -",-2.1125924587249756,1.5077047422528267,-1.4765735864639282,-1.5149676203727722,-0.473402202129364,,,-0.20590569773147907,10.051364948352177,-0.7771439928757516,-0.5449523814290548,-0.6228976343807422,,,"Jeremy Affeldt",583,346793
"Miguel Asencio","COL",-2.494529604911804,-1.041610062122345,,,1.5173763632774353,,,-2.9696781010854814,-8.680083851019543,,,4.335361037935529,,,"Miguel Asencio",586,407900
"Paul Byrd","CLE",0.3980715572834015,-4.766872882843018,0.08123388141393661,-7.720329284667969,-9.135100364685059,-0.0216502845287323,,0.026878565650466,-0.7918393493094713,0.13102238937731714,-4.622951667465849,-2.0904119827654597,-0.7216761509577434,,"Paul Byrd",594,111838
"Nate Field","COL",-1.26045560836792,1.0135465860366821,,-0.8129807114601135,,,,-1.3267953772293894,1.3336139289956344,,-40.649035573005676,,,,"Nate Field",599,407757
"Jason Grimsley","ARI",0.1052175760269165,-1.0521481037139893,,0.18020538985729218,2.2152628898620605,,,0.03495600532455698,-3.2879628241062164,,18.020538985729218,4.92280642191569,,,"Jason Grimsley",602,115169
"Roberto Hernandez","- - -",0.7130687236785889,0.45046865940093994,,-0.03511730581521988,-0.6164169311523438,1.1035848259925842,,0.09862637948528201,0.29832361549731123,,-3.511730581521988,-7.705211639404297,0.4861607162962926,,"Roberto Hernandez",605,115832
