Name,Team,IP,Loc+ FA,Loc+ SI,Loc+ FC,Loc+ FS,Loc+ SL,Loc+ CU,Loc+ CH,Loc+ KC,Loc+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Brandon Woodruff","MIL",67,110.8905140186916,103.84698689956332,,,110.11939393939396,104.69390243902438,102.49853658536585,,,108.29969289827254,107.07057581573896,113.79353166986567,"Brandon Woodruff",16162,605540
"Andrés Machado","WSN",50,90.60429824561405,120.87082251082252,,,97.75745098039214,,118.36216981132074,,,103.86952010376135,108.23273670557714,113.56121919584956,"Andres Machado",14681,600921
"Clay Holmes","NYY",63,,96.12473906911141,,,97.31948717948718,,,,,119.3557966764418,96.38678396871946,113.54592375366572,"Clay Holmes",13649,605280
"Jhony Brito","NYY",90.1,97.20658333333334,113.19776371308016,,,95.58353658536586,,115.65485714285717,109.61046357615895,,104.33536592676838,109.00289861011899,113.54133762699051,"Jhony Brito",25386,666745
"Alex Vesia","LAD",49.2,107.9364543889845,,,,89.55892307692308,,79.195,,,113.23987423020208,101.83033707425041,113.4587738913651,"Alex Vesia",25007,681911
"Trent Thornton","- - -",31.1,100.22207792207794,114.9074074074074,,,120.30705638228493,124.76791666666666,,,,101.79346654379029,113.53635604989229,113.19992679795186,"Trent Thornton",17948,663423
"John McMillon","KCR",4,110.86380952380952,87.96000000000001,,,94.9975,,,,,108.94,100.14280701754386,113.17929824561404,"John McMillon",27942,669111
"George Kirby","SEA",190.2,117.73296762589925,105.93018062397373,,97.62573099415206,115.42607594936709,,114.4556862745098,118.79530864197531,,103.60414478353444,113.60919091554298,113.15833924769335,"George Kirby",25436,669923
"Hunter Harvey","WSN",60.2,105.61152249134948,,,118.00355555555555,91.86283582089553,113.35267605633803,,,,108.83683662851197,106.53390218522372,113.08183142559835,"Hunter Harvey",15507,640451
"Carlos Hernández","KCR",70,98.55786127167627,109.58,,102.80172661870502,91.75150282485878,,,93.18204022988503,,116.96893302247624,97.04577520607235,112.97871726803565,"Carlos Hernandez",22713,672578
"Gerardo Reyes","LAA",9.2,116.46966101694913,71.93785714285714,,,96.09057142857144,,,,,110.54425925925928,105.08157407407408,112.95851851851852,"Gerardo Reyes",16306,622103
"Hunter Greene","CIN",112,105.08584507042254,,,,99.33363636363637,,92.85381818181817,,,112.14484210526314,102.20463157894737,112.95086124401915,"Hunter Greene",22182,668881
"Yency Almonte","LAD",48,92.08834645669292,114.2693396226415,68.18666666666665,,96.05725000000001,,79.24156862745097,,,114.83556390977446,98.87160401002507,112.82338345864656,"Yency Almonte",15068,622075
"Matt Bowman","NYY",4,,93.20952380952382,89.09500000000001,95.54,111.49142857142856,,,,,107.71831325301204,98.81012048192773,112.56385542168675,"Matt Bowman",13528,621199
"Logan Webb","SFG",216,126.22170940170942,101.41533707865169,,,103.69426448736998,,104.47,,,108.02882797731573,104.25275992438563,112.475040957782,"Logan Webb",17995,657277
"Danny Coulombe","BAL",51.1,87.9679411764706,91.62381578947368,93.73427762039661,,80.72548571428571,,86.15222222222224,82.21078651685393,,113.52266953713671,90.0525080731969,112.4106781485468,"Danny Coulombe",13293,543056
"Jordan Romano","TOR",59,87.39779376498801,211.8,,,110.6309898989899,,,,,110.08032822757114,100.61420131291027,112.35483588621437,"Jordan Romano",16122,605447
"Yimi García","TOR",66,101.46901098901101,110.18183908045975,,,89.81546218487394,100.40534818941504,104.90150000000001,,,109.7075068493151,101.77981735159811,112.15457534246573,"Yimi Garcia",12095,554340
"Grayson Rodriguez","BAL",122,101.83766059443911,,94.8730275229358,,94.8266463414634,83.5709411764706,110.75460721868365,,,112.92268994808872,100.92596507786693,111.90929683813118,"Grayson Rodriguez",24492,680570
"Pablo López","MIN",194,112.00055608820709,108.9005,,,120.421512345679,110.67898123324402,116.10100313479622,,,98.57317865429238,114.16201524693403,111.630135896586,"Pablo Lopez",17085,641154
"Gerrit Cole","NYY",209,109.19782633697525,,101.19426086956521,,101.39308931185946,,107.20429184549356,105.66727272727275,,107.13331297709921,106.38745038167943,111.53515725190842,"Gerrit Cole",13125,543037
"John Means","BAL",23.2,96.04957746478873,,,,106.43686274509805,172.66,123.53716814159291,95.62687500000001,,107.48766961651917,106.96088495575223,111.40725663716816,"John Means",16269,607644
"Colin Holderman","PIT",56,,101.7539784946237,97.72010582010583,,85.87018181818182,,,,,116.91530678148543,96.18189451022606,111.40165769644776,"Colin Holderman",22361,670059
"Dustin May","LAD",48,94.23919191919192,112.87666666666668,112.81743119266054,,,79.89570621468926,84.0490909090909,,,117.23562156215621,97.64149614961498,111.3439603960396,"Dustin May",19716,669160
"Justin Topa","SEA",69,,105.61836909871246,103.95670103092786,,103.46696774193552,,101.64450704225354,,,113.03574999999995,104.50026923076919,111.2580576923077,"Justin Topa",15145,623437
"Joe Kelly","- - -",39.1,102.05150442477876,96.72587155963302,,,104.26782608695652,,88.2292105263158,93.0609917355372,,114.45499804607162,98.07187371452075,111.07360900863846,"Joe Kelly",9761,523260
"Abner Uribe","MIL",30.2,103.1965714285714,91.88069620253165,,,101.69317365269463,,,,,115.88692307692308,95.73346153846151,110.62665384615379,"Abner Uribe",25327,682842
"Luis F. Ortiz","PHI",19,88.84562500000001,108.61291666666666,,,105.695503875969,123.876,105.18117647058823,,,107.28409395973152,106.32389261744967,110.56053691275169,"Luis F. Ortiz",16942,656814
"Ty Adcock","SEA",15.2,108.63934065934065,,,,104.20275862068965,,,,,104.99555555555554,106.15314009661836,110.48057971014491,"Ty Adcock",25651,686654
"Huascar Brazobán","MIA",58.2,109.43717514124292,106.8566820276498,94.53132530120483,,,,103.78286713286715,,,111.83913114754093,98.74772131147542,110.3701147540984,"Huascar Brazoban",6107,623211
"Caleb Thielbar","MIN",30.2,105.1615139442231,,,,106.44589147286825,92.69454545454546,,,,111.23983263598325,102.97012552301263,110.36347280334725,"Caleb Thielbar",10078,573204
"Corbin Burnes","MIL",193.2,,86.89661016949152,97.08062133645957,,102.60758620689653,100.51833648393196,109.50468208092484,,,108.75301690507146,98.7417035110533,110.18761378413524,"Corbin Burnes",19361,669203
"Garrett Cleavinger","TBR",12,89.30766666666665,100.54666666666668,,,106.45818181818181,,,,,112.88255924170616,100.86568720379151,110.16966824644553,"Garrett Cleavinger",17897,664076
"Brenan Hanifee","DET",5,,115.2275,141.95142857142858,,100.13411764705882,,98.17882352941176,,,103.54112359550561,111.18988764044946,110.0755056179775,"Brenan Hanifee",22304,669724
"Aaron Nola","PHI",193.2,102.75364835164837,94.12986206896552,116.25478260869565,,,,109.99215384615385,105.4849744114637,,107.69412070084363,104.03248539909148,110.01968202465935,"Aaron Nola",16149,605400
"Jimmy Cordero","NYY",32.2,161.94,95.71108635097495,,,118.21172917991102,,55.66857142857144,,,106.54613231219057,101.89961968967796,109.88473613397886,"Jimmy Cordero",15690,622772
"Tommy Milone","SEA",9,119.62983606557377,,,,86.76903225806453,,114.1574647887324,,,96.00444444444445,110.95296296296296,109.85432098765432,"Tommy Milone",7608,543548
"Louis Varland","MIN",68,115.02884120171673,92.126,108.19683908045977,,110.12250792743733,,101.30764227642277,,,97.9367383530986,110.85560583179794,109.83299604121845,"Louis Varland",27691,686973
"Josh Hader","SDP",56.1,,102.44577777777775,,,91.0691286307054,,72.64514285714287,,,112.30009652509649,98.95812741312739,109.82550193050197,"Josh Hader",14212,623352
"Eury Pérez","MIA",91.1,98.67804878048781,,,,104.56921775898522,95.09887850467287,78.85373333333334,,,110.8999477806788,98.03408616187991,109.73154046997385,"Eury Perez",27768,691587
"Alek Jacob","SDP",3,92.72666666666666,145.1342857142857,,,67.00222222222222,,68.90333333333334,,,129.00212765957446,95.44425531914894,109.72340425531915,"Alek Jacob",29628,689690
"Phil Maton","HOU",66,,84.69720930232556,109.64586826347306,,100.27728395061727,100.47374701670644,,,,102.43199230028875,102.72336862367663,109.69197305101063,"Phil Maton",18064,664208
"Cole Sulser","ARI",5.1,127.82823529411765,,,,91.2235294117647,,101.11757575757576,,,92.34119047619048,109.92666666666666,109.67285714285715,"Cole Sulser",15256,642121
"Kyle Bradish","BAL",168.2,103.73310810810811,106.50655677655678,,,109.78562043795618,103.21614035087718,109.8314141414141,,,100.91242754986826,106.3653142642077,109.44094091080161,"Kyle Bradish",24586,680694
"José De León","MIN",17.1,96.07932432432432,,114.13586206896551,,102.66153846153847,,105.02411764705882,,,111.41898363151884,100.81049159823807,109.41017918320733,"Jose De Leon",15463,592254
"Zach Eflin","TBR",177.2,117.92125786163521,99.6710085054678,111.5478869047619,,115.50389380530974,110.40136094674557,97.0822900763359,,,105.69601246105914,107.40919003115263,109.17706386292834,"Zach Eflin",13774,621107
"Sam Moll","- - -",62.1,100.76333333333332,102.48361643835618,,,92.34835051546392,,85.22571428571428,,,115.21373732556084,98.08229460420172,109.16698639506379,"Sam Moll",14874,594580
"Miguel Castro","ARI",64.2,,104.60140186915885,,,108.13451073985681,,109.352875,,,102.21392430278883,106.65360557768923,109.0697410358566,"Miguel Castro",15684,612434
"John Brebbia","SFG",38.1,100.84906148867314,,,,116.8782967032967,,-0.18000000000000682,,,102.58654814814817,109.19362962962964,109.05925925925924,"John Brebbia",12777,605154
"Zack Burdi","TBR",4,107.07416666666666,,,,110.95200000000001,,52.96,,,93.7744,108.93786666666668,108.92986666666667,"Zack Burdi",19159,641420
"Shawn Armstrong","TBR",52,111.4990361445783,101.02352941176471,102.76966666666665,,98.55905400078834,,,,,114.31070122741907,101.84782343987989,108.92006232359616,"Shawn Armstrong",12857,542888
"Matt Strahm","PHI",87.2,96.77682333873582,108.508671875,91.01797101449274,,93.98306555163418,,122.67999999999999,,,113.87389212361356,97.94998689883782,108.8749472596816,"Matt Strahm",13799,621381
"Nestor Cortes","NYY",63.1,103.27237410071942,95.316,104.46766233766235,,96.40177514792902,,107.53333333333333,,,111.21032618825721,102.6298415657036,108.76950605778188,"Nestor Cortes",17874,641482
"Simeon Woods Richardson","MIN",4.2,128.22,,,,93.4,,94.26,,,98.70249999999999,109.69958333333334,108.76874999999998,"Simeon Woods Richardson",24494,680573
"Alex Cobb","SFG",151.1,60.720000000000006,107.47427995971802,,112.01707518022654,109.27078125,,,96.34024691358022,,99.1196961215514,107.43830467812873,108.7593842463015,"Alex Cobb",6562,502171
"Julio Urías","LAD",117.1,102.02542617046814,,106.15520467836255,,,101.84602888086644,108.4543448275862,,,107.9195119305857,103.36,108.75222342733186,"Julio Urias",14765,628711
"Rafael Montero","HOU",67.1,107.15554471544716,99.02415300546447,,,98.74806818181818,,119.33290322580646,,,100.86764188649072,107.43747402078338,108.73864108713028,"Rafael Montero",12760,606160
"Logan Gilbert","SEA",190.2,110.5763041700736,105.38250000000001,,98.96439814814813,111.79284064665129,,,99.96612244897958,,100.87655125128558,107.80308536167301,108.52445663352755,"Logan Gilbert",22250,669302
"Keegan Akin","BAL",23.2,105.42346863468636,,,,104.47404804045513,30.25999999999999,102.01761194029851,,,106.78713665557856,104.40386388836585,108.40639009184294,"Keegan Akin",19362,669211
"Jimmy Herget","LAA",29,101.5457142857143,113.17551020408162,,,105.16336265000821,108.43712820512825,78.73466666666666,,,107.64191255534473,106.35472485768499,108.37578953194178,"Jimmy Herget",17556,623474
"Ryne Stanek","HOU",50.2,105.9402162162162,,,86.28114649681527,85.24157894736841,,,,,108.63215277777772,98.7264814814815,108.36638888888885,"Ryne Stanek",15947,592773
"Ryan Borucki","PIT",40.1,,100.55999814934765,,,106.59601145521825,,112.77016949152544,,,101.2573196944708,106.11675517890772,108.30006765624447,"Ryan Borucki",16350,621366
"Tanner Banks","CHW",61,104.4747191011236,117.59214285714287,,,103.91095081967217,105.6321052631579,113.47481927710844,,,102.43940261690261,106.24668231543235,108.25090046215045,"Tanner Banks",16990,621383
"David Robertson","- - -",65.1,,19.78,97.69754385964913,,94.79107981220658,,98.348,93.55078066914498,,110.44448574643643,96.00797694230268,108.23510391683455,"David Robertson",8241,502085
"Nicholas Padilla","CHW",4.2,,111.31272727272727,82.34068965517241,,98.116,128.26842105263157,,,,99.6974,102.1734,108.21520000000001,"Nicholas Padilla",21327,656820
"Ryan Walker","SFG",61.1,,101.40332710280373,,,100.84553505535055,6.460000000000008,,,,112.84339004963024,100.86816531507228,108.19505069049121,"Ryan Walker",20423,676254
"Trevor Rogers","MIA",18,122.12056338028171,123.73741935483869,,,100.92333333333333,,111.37976190476192,,,91.77430303030303,116.93757575757576,108.14430303030304,"Trevor Rogers",22286,669432
"Jackson Stephens","ATL",12,126.2775,122.9407843137255,117.61684210526317,,120.26166666666667,104.5646511627907,114.15999999999998,,,92.80524444444444,118.03084444444445,108.13093333333332,"Jackson Stephens",14420,623451
"Wander Suero","LAD",8,70.705,,108.09574468085107,,,55.17,112.99220338983051,,,94.86601226993866,107.22245398773005,108.11619631901844,"Wander Suero",15855,593833
"Freddy Peralta","MIL",165.2,111.5103234686855,,,,100.52029126213594,109.44555240793203,98.72375903614459,,,102.33366713681245,106.99515514809589,108.09523977433005,"Freddy Peralta",18679,642547
"Emilio Pagán","MIN",69.1,105.86003424657535,,98.95134796238243,96.0647328244275,,96.4911111111111,,,,108.6059163224976,102.3878816894244,108.07456477759271,"Emilio Pagan",14771,641941
"Josh Sborz","TEX",52.1,88.80582781456953,,,,106.52664556962024,103.88148837209305,,,,107.77600961538458,99.4210817307692,108.05168269230771,"Josh Sborz",18323,622250
"Bryce Miller","SEA",131.1,110.55722448979594,100.88575,,,100.34692307692306,91.75222222222222,108.17811965811968,,,102.45847401049117,106.60509298998569,108.02824034334763,"Bryce Miller",29837,682243
"Nick Sandlin","CLE",60,95.38253623188406,97.55829787234042,,84.8040909090909,109.37454909819641,,,,,108.05292246520871,102.3506163021869,107.95184890656063,"Nick Sandlin",20517,680704
"Hoby Milner","MIL",64.1,107.67251231527094,108.70065573770493,,,109.30964705882349,,110.04741573033704,,,104.34175276752768,107.6072878228783,107.83922509225097,"Hoby Milner",13346,571948
"Keaton Winn","SFG",42.1,106.7873202614379,82.20483516483516,,98.85781155015198,113.27523809523808,,,,,106.84291801603204,99.03669151998098,107.8301143463424,"Keaton Winn",23499,676775
"Ryan Thompson","- - -",30.2,110.7675,94.62846441947563,,,80.12763157894737,,126.06,,,120.85014705777891,90.42432468637368,107.81650544894842,"Ryan Thompson",16647,657044
"Justin Steele","CHC",173.1,106.58532219570405,91.02416666666666,,,97.96309734513272,78.27799999999999,88.32785714285714,,,105.63901909397232,103.05023586671656,107.76554099588168,"Justin Steele",17312,657006
"Bruce Zimmermann","BAL",13.1,85.16,115.30266666666667,,,128.02894117647057,119.99571428571427,99.99680000000001,,,88.40799999999997,114.30130232558139,107.71897674418605,"Bruce Zimmermann",20370,669145
"Jorge López","- - -",59,104.43405063291138,93.81859327217126,,,111.40195636094674,,93.64300884955752,98.36320754716981,,109.07302938432915,99.19796389277913,107.63168792974605,"Jorge Lopez",14527,605347
"Michael Kelly","CLE",16.2,100.06387096774195,103.04799999999997,,,104.68073684210526,,,,,110.91411764705882,103.5083088235294,107.56183823529415,"Michael Kelly",12791,547184
"Brock Burke","TEX",59.2,113.1408474576271,106.9921568627451,,,119.53255813953483,,101.60580000000003,,,96.58228070175444,112.63067982456144,107.53956140350874,"Brock Burke",17968,656271
"John King","- - -",37.1,62.38000000000001,94.9620979020979,,,94.70930232558139,,112.95561224489794,,,105.3835691374604,101.40734476617689,107.44764200628569,"John King",22051,667463
"Josh Fleming","TBR",51.2,126.04432432432431,97.45017964071856,,,,102.9862119437939,105.50027272727272,,,103.72563230658608,102.33246923443637,107.43960520476239,"Josh Fleming",20418,676596
"Génesis Cabrera","- - -",55.2,106.55965014577257,84.22268656716417,105.77125,,,101.09238095238096,62.21948717948718,,,108.1276461800645,100.00409427462924,107.40474027339646,"Genesis Cabrera",17490,650893
"Luis Castillo","SEA",197,101.45974701335206,98.52599303135888,,,98.21260930888579,,104.77995999999999,,,106.72731021555762,100.71170259293964,107.37626366760392,"Luis Castillo",15689,622491
"Sawyer Gipson-Long","DET",20,97.44300000000001,111.96698412698413,114.60999999999999,,119.20037383177572,,92.93121951219511,,,99.10666666666668,106.4657142857143,107.32964285714284,"Sawyer Gipson-Long",26048,687830
"Tyler Duffey","CHC",2,100.32,94.44,,,110.4,,-11.86,201.89999999999998,,90.44,103.44645161290323,107.22064516129032,"Tyler Duffey",13758,608648
"Shohei Ohtani","LAA",132,88.1968023255814,89.77555555555556,83.31638036809815,79.19720930232558,91.51614035087722,97.12475000000002,,,,119.49122488038275,88.26919617224883,107.16862200956938,"Shohei Ohtani",19755,660271
"Josh Winckowski","BOS",84.1,100.8079411764706,103.81104247104247,94.72454954954958,,92.20061884977038,,107.89999999999999,,,108.53062830067982,98.58046867794293,107.06578524568216,"Josh Winckowski",22387,670174
"Andrew Nardi","MIA",57.1,103.39683134582626,,,,98.85464088397784,,61.26444444444444,,,107.1047489539749,101.30267782426779,107.03089958158995,"Andrew Nardi",25942,677053
